Full Name,Site Number,Quadrad number ,Copy,Team Color,Picture Number,,Annotation status,Annotation area,Coral,Sand,Silt,Pav,Rock,Unk,ASPIC,CA_O,CCA,GFA,GSAL,Hal,Turbin,Turf,UnkMacroa
259_3_3_Red_Copy of P8140290.JPG,259,3,3,Red,Copy of P8140290.JPG,,Confirmed,X: 26 - 3105 pixels / Y: 31 - 2700 pixels,0,73.333,3.333,0,0,0,0,0,0,23.333,0,0,0,0,0
259_3_4_Red_Copy of P8140291.JPG,259,3,4,Red,Copy of P8140291.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,66.667,0,0,0,0,0,0,0,33.333,0,0,0,0,0
259_4_1_Red_Copy of P8140293.JPG,259,4,1,Red,Copy of P8140293.JPG,,Confirmed,X: 996 - 3980 pixels / Y: 461 - 2985 pixels,0,90,0,0,0,0,0,0,0,10,0,0,0,0,0
259_4_2_Red_Copy of P8140294.JPG,259,4,2,Red,Copy of P8140294.JPG,,Confirmed,X: 46 - 3075 pixels / Y: 956 - 2965 pixels,0,93.333,0,0,0,0,0,0,0,6.667,0,0,0,0,0
259_4_3_Red_Copy of P8140295.JPG,259,4,3,Red,Copy of P8140295.JPG,,Confirmed,X: 1 - 2950 pixels / Y: 6 - 2265 pixels,0,76.667,0,0,0,0,0,0,0,23.333,0,0,0,0,0
259_4_4_Red_Copy of P8140296.JPG,259,4,4,Red,Copy of P8140296.JPG,,Confirmed,X: 856 - 3975 pixels / Y: 36 - 2585 pixels,0,80,0,0,6.667,0,0,0,0,13.333,0,0,0,0,0
259_5_1_Red_Copy of P8140298.JPG,259,5,1,Red,Copy of P8140298.JPG,,Confirmed,X: 636 - 4000 pixels / Y: 961 - 3000 pixels,0,56.667,20,0,23.333,0,0,0,0,0,0,0,0,0,0
259_5_2_Red_Copy of P8140299.JPG,259,5,2,Red,Copy of P8140299.JPG,,Confirmed,X: 16 - 2780 pixels / Y: 686 - 2945 pixels,0,0,76.667,0,23.333,0,0,0,0,0,0,0,0,0,0
259_5_3_Red_Copy of P8140300.JPG,259,5,3,Red,Copy of P8140300.JPG,,Confirmed,X: 1 - 2690 pixels / Y: 16 - 2565 pixels,0,16.667,70,0,13.333,0,0,0,0,0,0,0,0,0,0
259_5_4_Red_Copy of P8140301.JPG,259,5,4,Red,Copy of P8140301.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,76.667,16.667,0,0,0,0,0,0,6.667,0,0,0,0,0
260_1_1_Yellow_Copy of P8120053.JPG,260,1,1,Yellow,Copy of P8120053.JPG,,Confirmed,X: 896 - 3235 pixels / Y: 300 - 2700 pixels,0,6.667,26.667,0,13.333,6.667,0,0,0,0,0,0,0,43.333,3.333
260_2_1_Yellow_Copy of P8120057.JPG,260,2,1,Yellow,Copy of P8120057.JPG,,Confirmed,X: 556 - 3140 pixels / Y: 300 - 2850 pixels,0,10,0,0,0,3.333,0,0,3.333,0,0,3.333,0,80,0
260_3_1_Yellow_Copy of P8120060.JPG,260,3,1,Yellow,Copy of P8120060.JPG,,Confirmed,X: 401 - 2740 pixels / Y: 201 - 2515 pixels,0,0,20,0,0,3.333,0,0,3.333,0,0,3.333,0,3.333,66.667
260_4_1_Yellow_Copy of P8120067.JPG,260,4,1,Yellow,Copy of P8120067.JPG,,Confirmed,X: 591 - 3030 pixels / Y: 300 - 2780 pixels,0,0,23.333,0,46.667,0,3.333,0,3.333,0,0,6.667,0,0,16.667
260_5_1_Yellow_Copy of P8120072.JPG,260,5,1,Yellow,Copy of P8120072.JPG,,Confirmed,X: 691 - 3100 pixels / Y: 306 - 2700 pixels,0,0,23.333,0,0,0,0,0,3.333,0,0,20,0,53.333,0
261_1_1_Red_Copy of P8140304.JPG,261,1,1,Red,Copy of P8140304.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
261_1_2_Red_Copy of P8140305.JPG,261,1,2,Red,Copy of P8140305.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
261_1_3_Red_Copy of P8140315.JPG,261,1,3,Red,Copy of P8140315.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,6.667,93.333,0,0,0,0,0,0,0,0,0,0,0,0
261_3_1_Red_Copy of P8140317.JPG,261,3,1,Red,Copy of P8140317.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
261_3_2_Red_Copy of P8140318.JPG,261,3,2,Red,Copy of P8140318.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
261_3_3_Red_Copy of P8140320.JPG,261,3,3,Red,Copy of P8140320.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0
261_4_1_Red_Copy of P8140325.JPG,261,4,1,Red,Copy of P8140325.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,63.333,36.667,0,0,0,0,0,0,0,0,0,0,0,0
261_4_2_Red_Copy of P8140326.JPG,261,4,2,Red,Copy of P8140326.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,43.333,56.667,0,0,0,0,0,0,0,0,0,0,0,0
261_4_3_Red_Copy of P8140327.JPG,261,4,3,Red,Copy of P8140327.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
262_1_1_Yellow_Copy of P8130091.JPG,262,1,1,Yellow,Copy of P8130091.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_1_2_Yellow_Copy of P8130092.JPG,262,1,2,Yellow,Copy of P8130092.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_1_3_Yellow_Copy of P8130093.JPG,262,1,3,Yellow,Copy of P8130093.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,83.333,0,0,16.667,0,0,0,0,0,0,0,0,0,0
262_1_4_Yellow_Copy of P8130094.JPG,262,1,4,Yellow,Copy of P8130094.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_2_1_Yellow_Copy of P8130096.JPG,262,2,1,Yellow,Copy of P8130096.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,96.667,0,0,3.333,0,0,0,0,0,0,0,0,0,0
262_2_2_Yellow_Copy of P8130097.JPG,262,2,2,Yellow,Copy of P8130097.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_2_3_Yellow_Copy of P8130098.JPG,262,2,3,Yellow,Copy of P8130098.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_2_4_Yellow_Copy of P8130099.JPG,262,2,4,Yellow,Copy of P8130099.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,93.333,0,0,6.667,0,0,0,0,0,0,0,0,0,0
262_3_1_Yellow_Copy of P8130101.JPG,262,3,1,Yellow,Copy of P8130101.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0
262_3_2_Yellow_Copy of P8130103.JPG,262,3,2,Yellow,Copy of P8130103.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,96.667,0,0,3.333,0,0,0,0,0,0,0,0,0,0
262_3_3_Yellow_Copy of P8130104.JPG,262,3,3,Yellow,Copy of P8130104.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_3_4_Yellow_Copy of P8130105.JPG,262,3,4,Yellow,Copy of P8130105.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_4_1_Yellow_Copy of P8130107.JPG,262,4,1,Yellow,Copy of P8130107.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_4_2_Yellow_Copy of P8130108.JPG,262,4,2,Yellow,Copy of P8130108.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_4_3_Yellow_Copy of P8130109.JPG,262,4,3,Yellow,Copy of P8130109.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_4_4_Yellow_Copy of P8130110.JPG,262,4,4,Yellow,Copy of P8130110.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,93.333,0,0,6.667,0,0,0,0,0,0,0,0,0,0
262_5_1_Yellow_Copy of P8130113.JPG,262,5,1,Yellow,Copy of P8130113.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
262_5_2_Yellow_Copy of P8130114.JPG,262,5,2,Yellow,Copy of P8130114.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,96.667,0,0,3.333,0,0,0,0,0,0,0,0,0,0
262_5_3_Yellow_Copy of P8130115.JPG,262,5,3,Yellow,Copy of P8130115.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,63.333,0,0,36.667,0,0,0,0,0,0,0,0,0,0
262_5_4_Yellow_Copy of P8130116.JPG,262,5,4,Yellow,Copy of P8130116.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
265_1_1_Red_Copy of P8150439.JPG,265,1,1,Red,Copy of P8150439.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0
265_1_2_Red_Copy of P8150449.JPG,265,1,2,Red,Copy of P8150449.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0
265_1_3_Red_Copy of P8150454.JPG,265,1,3,Red,Copy of P8150454.JPG,,Confirmed,X: 981 - 3985 pixels / Y: 6 - 3000 pixels,0,0,46.667,0,53.333,0,0,0,0,0,0,0,0,0,0
267_1_1_Green_Copy of P8120004.JPG,267,1,1,Green,Copy of P8120004.JPG,,Confirmed,X: 1591 - 2725 pixels / Y: 1081 - 2225 pixels,0,43.333,0,0,56.667,0,0,0,0,0,0,0,0,0,0
268_1_1_Red_Copy of P8120031.JPG,268,1,1,Red,Copy of P8120031.JPG,,Confirmed,X: 1316 - 3510 pixels / Y: 300 - 2485 pixels,0,30,0,0,16.667,0,0,0,0,53.333,0,0,0,0,0
268_2_1_Red_Copy of P8120032.JPG,268,2,1,Red,Copy of P8120032.JPG,,Confirmed,X: 661 - 2925 pixels / Y: 71 - 2210 pixels,0,10,0,0,10,0,0,0,0,20,0,0,0,0,60
268_3_1_Red_Copy of P8120033.JPG,268,3,1,Red,Copy of P8120033.JPG,,Confirmed,X: 1 - 2295 pixels / Y: 566 - 2640 pixels,0,13.333,0,0,13.333,0,0,0,0,0,0,3.333,0,0,70
268_4_1_Red_Copy of P8120034.JPG,268,4,1,Red,Copy of P8120034.JPG,,Confirmed,X: 931 - 2875 pixels / Y: 526 - 2425 pixels,0,33.333,20,0,0,0,0,0,0,6.667,0,0,0,0,40
268_5_1_Red_Copy of P8120035.JPG,268,5,1,Red,Copy of P8120035.JPG,,Confirmed,X: 1166 - 3425 pixels / Y: 300 - 2420 pixels,0,23.333,0,0,0,0,0,0,0,0,0,0,0,16.667,60
272_1_1_Green_Copy of P8120035.JPG,272,1,1,Green,Copy of P8120035.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
272_2_1_Green_Copy of P8120036.JPG,272,2,1,Green,Copy of P8120036.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
272_3_1_Green_Copy of P8120037.JPG,272,3,1,Green,Copy of P8120037.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
272_4_1_Green_Copy of P8120038.JPG,272,4,1,Green,Copy of P8120038.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
272_5_1_Green_Copy of P8120039.JPG,272,5,1,Green,Copy of P8120039.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
273_1_1_Red_Copy of P8130070.JPG,273,1,1,Red,Copy of P8130070.JPG,,Confirmed,X: 1046 - 3035 pixels / Y: 491 - 2575 pixels,0,0,0,0,90,0,0,0,0,6.667,0,3.333,0,0,0
273_2_1_Red_Copy of P8130071.JPG,273,2,1,Red,Copy of P8130071.JPG,,Confirmed,X: 896 - 2855 pixels / Y: 606 - 2385 pixels,0,13.333,0,0,36.667,0,50,0,0,0,0,0,0,0,0
273_4_1_Red_Copy of P8130074.JPG,273,4,1,Red,Copy of P8130074.JPG,,Confirmed,X: 861 - 2950 pixels / Y: 316 - 2545 pixels,0,0,0,0,60,0,0,0,6.667,30,0,0,0,0,3.333
273_5_1_Red_Copy of P8130075.JPG,273,5,1,Red,Copy of P8130075.JPG,,Confirmed,X: 626 - 2720 pixels / Y: 581 - 2520 pixels,0,0,0,0,33.333,0,0,0,0,56.667,0,10,0,0,0
274_1_1_Green_Copy of P8120027.JPG,274,1,1,Green,Copy of P8120027.JPG,,Confirmed,X: 1001 - 2990 pixels / Y: 300 - 2700 pixels,0,0,0,0,36.667,63.333,0,0,0,0,0,0,0,0,0
274_2_1_Green_Copy of P8120029.JPG,274,2,1,Green,Copy of P8120029.JPG,,Confirmed,X: 881 - 3155 pixels / Y: 181 - 2425 pixels,0,0,0,0,6.667,3.333,0,23.333,0,0,0,0,0,0,66.667
274_3_1_Green_Copy of P8120031.JPG,274,3,1,Green,Copy of P8120031.JPG,,Confirmed,X: 906 - 3195 pixels / Y: 216 - 2590 pixels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
274_4_1_Green_Copy of P8120032.JPG,274,4,1,Green,Copy of P8120032.JPG,,Confirmed,X: 986 - 3220 pixels / Y: 146 - 2405 pixels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
274_5_1_Green_Copy of P8120033.JPG,274,5,1,Green,Copy of P8120033.JPG,,Confirmed,X: 711 - 2995 pixels / Y: 166 - 2480 pixels,0,26.667,0,0,0,0,0,36.667,0,0,0,0,0,0,36.667
275_1_1_Red_Copy of P8120003.JPG,275,1,1,Red,Copy of P8120003.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,86.667,0,0,13.333,0,0,0,0,0,0,0,0,0,0
275_2_1_Red_Copy of P8120005.JPG,275,2,1,Red,Copy of P8120005.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,96.667,0,0,3.333,0,0,0,0,0,0,0,0,0,0
275_2_2_Red_Copy of P8120007.JPG,275,2,2,Red,Copy of P8120007.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,96.667,0,0,3.333,0,0,0,0,0,0,0,0,0,0
275_3_1_Copy of P8120009.JPG,275,3,1,Copy of P8120009.JPG,,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,33.333,0,0,63.333,0,0,0,0,0,0,3.333,0,0,0
275_4_1_Copy of P8120011.JPG,275,4,1,Copy of P8120011.JPG,,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,26.667,0,0,0,6.667,0,6.667,0,0,0,20,0,0,40
275_5_1_Copy of P8120014.JPG,275,5,1,Copy of P8120014.JPG,,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0
276_1_1_Red_Copy of P8120025.JPG,276,1,1,Red,Copy of P8120025.JPG,,Confirmed,X: 1236 - 3600 pixels / Y: 471 - 2775 pixels,0,0,0,0,0,0,80,0,0,3.333,0,0,0,16.667,0
276_2_1_Red_Copy of P8120026.JPG,276,2,1,Red,Copy of P8120026.JPG,,Confirmed,X: 931 - 2730 pixels / Y: 731 - 2700 pixels,0,0,0,0,0,0,0,0,0,70,0,0,0,16.667,13.333
276_3_1_Red_Copy of P8120027.JPG,276,3,1,Red,Copy of P8120027.JPG,,Confirmed,X: 846 - 2585 pixels / Y: 1126 - 2780 pixels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
276_3_2_Red_Copy of P8120029.JPG,276,3,2,Red,Copy of P8120029.JPG,,Confirmed,X: 1216 - 3315 pixels / Y: 300 - 2270 pixels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
276_4_1_Red_Copy of P8120028.JPG,276,4,1,Red,Copy of P8120028.JPG,,Confirmed,X: 806 - 3220 pixels / Y: 300 - 2785 pixels,0,0,0,0,0,3.333,26.667,0,0,0,0,0,0,26.667,43.333
277_1_1_Yellow_Copy of P8140441.JPG,277,1,1,Yellow,Copy of P8140441.JPG,,Confirmed,X: 6 - 3985 pixels / Y: 746 - 2955 pixels,0,6.667,0,0,90,0,0,0,0,0,0,3.333,0,0,0
277_1_2_Yellow_Copy of P8140445.JPG,277,1,2,Yellow,Copy of P8140445.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,3.333,0,0,96.667,0,0,0,0,0,0,0,0,0,0
277_1_3_Yellow_Copy of P8140450.JPG,277,1,3,Yellow,Copy of P8140450.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,33.333,0,0,66.667,0,0,0,0,0,0,0,0,0,0
277_1_4_Yellow_Copy of P8140451.JPG,277,1,4,Yellow,Copy of P8140451.JPG,,Confirmed,X: 46 - 4000 pixels / Y: 1 - 2435 pixels,0,33.333,0,0,66.667,0,0,0,0,0,0,0,0,0,0
277_2_1_Yellow_Copy of P8140380.JPG,277,2,1,Yellow,Copy of P8140380.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,23.333,0,0,76.667,0,0,0,0,0,0,0,0,0,0
277_2_2_Yellow_Copy of P8140382.JPG,277,2,2,Yellow,Copy of P8140382.JPG,,Confirmed,X: 36 - 3390 pixels / Y: 1 - 2430 pixels,0,36.667,0,0,63.333,0,0,0,0,0,0,0,0,0,0
277_2_3_Yellow_Copy of P8140384.JPG,277,2,3,Yellow,Copy of P8140384.JPG,,Confirmed,X: 771 - 4000 pixels / Y: 36 - 2450 pixels,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0
277_2_4_Yellow_Copy of P8140406.JPG,277,2,4,Yellow,Copy of P8140406.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,36.667,3.333,0,60,0,0,0,0,0,0,0,0,0,0
277_4_1_Yellow_Copy of P8140409.JPG,277,4,1,Yellow,Copy of P8140409.JPG,,Confirmed,X: 1 - 4000 pixels / Y: 1076 - 3000 pixels,0,23.333,3.333,0,73.333,0,0,0,0,0,0,0,0,0,0
277_4_2_Yellow_Copy of P8140411.JPG,277,4,2,Yellow,Copy of P8140411.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,3.333,0,0,96.667,0,0,0,0,0,0,0,0,0,0
277_4_3_Yellow_Copy of P8140413.JPG,277,4,3,Yellow,Copy of P8140413.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,53.333,0,0,43.333,3.333,0,0,0,0,0,0,0,0,0
277_5_1_Yellow_Copy of P8140427.JPG,277,5,1,Yellow,Copy of P8140427.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,3.333,3.333,0,0,83.333,6.667,0,0,0,3.333,0,0,0,0,0
277_5_2_Yellow_Copy of P8140429.JPG,277,5,2,Yellow,Copy of P8140429.JPG,,Confirmed,X: 1 - 4000 pixels / Y: 916 - 2960 pixels,0,13.333,0,0,86.667,0,0,0,0,0,0,0,0,0,0
277_5_3_Yellow_Copy of P8140430.JPG,277,5,3,Yellow,Copy of P8140430.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,10,0,0,76.667,0,0,0,3.333,0,0,10,0,0,0
277_5_4_Yellow_Copy of P8140436.JPG,277,5,4,Yellow,Copy of P8140436.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,36.667,0,0,56.667,0,0,0,0,0,0,0,0,0,6.667
278_1_1_Yellow_Copy of P8140299.JPG,278,1,1,Yellow,Copy of P8140299.JPG,,Confirmed,X: 706 - 3285 pixels / Y: 300 - 2805 pixels,0,0,46.667,0,0,0,3.333,0,0,50,0,0,0,0,0
278_2_1_Yellow_Copy of P8140251.JPG,278,2,1,Yellow,Copy of P8140251.JPG,,Confirmed,X: 400 - 3250 pixels / Y: 26 - 2875 pixels,0,0,0,0,0,0,6.667,0,0,3.333,0,0,0,0,90
278_3_1_Yellow_Copy of P8140264.JPG,278,3,1,Yellow,Copy of P8140264.JPG,,Confirmed,X: 10 - 90% / Y: 10 - 90%,0,0,56.667,0,0,0,0,0,0,0,0,0,0,0,43.333
278_4_1_Yellow_Copy of P8140279.JPG,278,4,1,Yellow,Copy of P8140279.JPG,,Confirmed,X: 711 - 3445 pixels / Y: 81 - 2830 pixels,0,0,36.667,0,16.667,0,0,0,0,46.667,0,0,0,0,0
278_5_1_Yellow_Copy of P8140291.JPG,278,5,1,Yellow,Copy of P8140291.JPG,,Confirmed,X: 966 - 3515 pixels / Y: 116 - 2780 pixels,0,0,40,0,6.667,0,0,0,0,53.333,0,0,0,0,0
